,clean_text,label
15615,censorship there censirship,4
15616,atheism full bia shit,4
15617,pleas stop vandalis page cunt,4
15618,bitch your,4
15619,pleas stop vandalis page cunt,4
15620,demont morton bastard stop deletin shit white trash cracker muthafuck fuck racist bitch hope,4
15621,cocksuck befor piss around work,4
15622,stop be lame serious watch pokemon,4
15623,well gladli fuck yourself numb fuck,4
15624,death what utter twat said that die june,4
15625,shit your face fuck,4
15626,what fuck wrong with peopl stop critiz write opinion fuck stop thi maddox prick,4
15627,retard,4
15628,bitch your,4
15629,imbecil pervert,4
15630,block evad block,4
15631,block evad block,4
15632,idiot what idiot doe,4
15633,death what utter twat said that die june,4
15634,stop be lame serious watch pokemon,4
15635,edit shit motherfuck cunt,4
15636,cocksuck befor piss around work,4
15637,edit shit motherfuck cunt,4
15638,realli dishonest person disgust,4
15639,fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck,4
15640,trollreason,4
15641,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15642,stop pussi foot befor,4
15643,watch user xeno hell bite your dick,4
15644,fucker mother fucker have noth block univers comput suck cock,4
15645,retard,4
15646,sorri fuck stupid that nice person just gave warn then fuck block nigger cunt pussi bitch,4
15647,trollreason,4
15648,imbecil pervert,4
15649,hate drmi idiot,4
15650,stupid fuck your mother cunt stink,4
15651,fuck fuck award fuck yourself,4
15652,wikidon stop stalk,4
15653,cavort with heret fuck heret,4
15654,fucker mother fucker have noth block univers comput suck cock,4
15655,cavort with heret fuck heret,4
15656,demont morton bastard stop deletin shit white trash cracker muthafuck fuck racist bitch hope,4
15657,hate thi such liar hate evil,4
15658,what motherfuck piec crap those fuckhead block,4
15659,wikidon stop stalk,4
15660,what fuck your problem fuck around with page leav fuck alon,4
15661,what wrong with kill yourself vile creatur,4
15662,hate drmi idiot,4
15663,death what utter twat said that die june,4
15664,bitch your,4
15665,stupid fuck your mother cunt stink,4
15666,block becaus petersymond douchebag imag,4
15667,fuck lick motherfuck fagot cock suck whore suck shapiro cock lick mother cunt,4
15668,punk snitch cock,4
15669,fuck will have remov editor stupid moron,4
15670,right less select stupid fuck,4
15671,delet bias refer block there other choic,4
15672,idiot what idiot doe,4
15673,cavort with heret fuck heret,4
15674,wikidon stop stalk,4
15675,stupid fuck your mother cunt stink,4
15676,what wrong with kill yourself vile creatur,4
15677,fuck faggot care block long everyon know dumb cunt,4
15678,idiot what idiot doe,4
15679,atheism full bia shit,4
15680,abus power,4
15681,dick fuck,4
15682,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15683,retard,4
15684,fuck muthafucka jerk scum lowlif loser hehe hahah,4
15685,trollreason,4
15686,fuck idiot,4
15687,punk snitch cock,4
15688,fuck muthafucka jerk scum lowlif loser hehe hahah,4
15689,fuck muthafucka jerk scum lowlif loser hehe hahah,4
15690,punk snitch cock,4
15691,watch user xeno hell bite your dick,4
15692,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15693,fuck idiot,4
15694,retard,4
15695,thi dude that block fuck cock sucker hexachord suck some dick negro,4
15696,bite dickhead drop dead,4
15697,shit your face fuck,4
15698,trollreason,4
15699,cocksuck befor piss around work,4
15700,fuck will have remov editor stupid moron,4
15701,abus power,4
15702,right less select stupid fuck,4
15703,pleas stop vandalis page cunt,4
15704,delet bias refer block there other choic,4
15705,hate thi such liar hate evil,4
15706,fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck useless fuck,4
15707,censorship there censirship,4
15708,shit your face fuck,4
15709,fuck lick motherfuck fagot cock suck whore suck shapiro cock lick mother cunt,4
15710,stop be lame serious watch pokemon,4
15711,what fuck your problem fuck around with page leav fuck alon,4
15712,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15713,trollreason,4
15714,delet bias refer block there other choic,4
15715,fuck idiot,4
15716,fucker mother fucker have noth block univers comput suck cock,4
15717,fuck littl bitch cowboy have test,4
15718,your filthi fuck fuck your self,4
15719,hate drmi idiot,4
15720,idiot what idiot doe,4
15721,fuck muthafucka jerk scum lowlif loser hehe hahah,4
15722,stop pussi foot befor,4
15723,censorship there censirship,4
15724,censorship there censirship,4
15725,stupid peac shit stop delet stuff asshol fall hole hell,4
15726,thi dude that block fuck cock sucker hexachord suck some dick negro,4
15727,censorship there censirship,4
15728,bite dickhead drop dead,4
15729,fuck your filthi mother,4
15730,stop pussi foot befor,4
15731,fuck lick motherfuck fagot cock suck whore suck shapiro cock lick mother cunt,4
15732,dick fuck,4
15733,atheism full bia shit,4
15734,bite dickhead drop dead,4
15735,pleas stop vandalis page cunt,4
15736,fuck littl bitch cowboy have test,4
15737,hate thi such liar hate evil,4
15738,what motherfuck piec crap those fuckhead block,4
15739,fuck idiot,4
15740,stupid fuck your mother cunt stink,4
15741,basebal bug ugli ignor fool,4
15742,what motherfuck piec crap those fuckhead block,4
15743,demont morton bastard stop deletin shit white trash cracker muthafuck fuck racist bitch hope,4
15744,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15745,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15746,delet bias refer block there other choic,4
15747,bitch your,4
15748,fuck faggot care block long everyon know dumb cunt,4
15749,fucker mother fucker have noth block univers comput suck cock,4
15750,what fuck wrong with peopl stop critiz write opinion fuck stop thi maddox prick,4
15751,wikidon stop stalk,4
15752,well gladli fuck yourself numb fuck,4
15753,fuck littl bitch cowboy have test,4
15754,stop be lame serious watch pokemon,4
15755,delet bias refer block there other choic,4
15756,what fuck wrong with peopl stop critiz write opinion fuck stop thi maddox prick,4
15757,fuck fuck award fuck yourself,4
15758,right less select stupid fuck,4
15759,fuck fuck award fuck yourself,4
15760,right less select stupid fuck,4
15761,what fuck your problem fuck around with page leav fuck alon,4
15762,death what utter twat said that die june,4
15763,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15764,death what utter twat said that die june,4
15765,fuck will have remov editor stupid moron,4
15766,shit your face fuck,4
15767,bite dickhead drop dead,4
15768,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15769,watch user xeno hell bite your dick,4
15770,mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck mothjer fucker cocksuck,4
15771,fuck muthafucka jerk scum lowlif loser hehe hahah,4
15772,hate drmi idiot,4
15773,block evad block,4
15774,wikidon stop stalk,4
15775,dick fuck,4
15776,edit shit motherfuck cunt,4
15777,basebal bug ugli ignor fool,4
15778,bitch your,4
15779,thi dude that block fuck cock sucker hexachord suck some dick negro,4
15780,cavort with heret fuck heret,4
15781,hate drmi idiot,4
15782,right less select stupid fuck,4
15783,cocksuck befor piss around work,4
15784,realli dishonest person disgust,4
15785,thi dude that block fuck cock sucker hexachord suck some dick negro,4
15786,sorri fuck stupid that nice person just gave warn then fuck block nigger cunt pussi bitch,4
15787,what fuck wrong with peopl stop critiz write opinion fuck stop thi maddox prick,4
15788,block evad block,4
15789,pleas stop vandalis page cunt,4
15790,stupid fuck your mother cunt stink,4
15791,fuck fuck award fuck yourself,4
15792,demont morton bastard stop deletin shit white trash cracker muthafuck fuck racist bitch hope,4
15793,stop be lame serious watch pokemon,4
15794,fuck your filthi mother,4
15795,basebal bug ugli ignor fool,4
15796,what fuck your problem fuck around with page leav fuck alon,4
15797,trollreason,4
15798,idiot what idiot doe,4
15799,shit your face fuck,4
15800,pleas stop vandalis page cunt,4
15801,atheism full bia shit,4
15802,hate thi such liar hate evil,4
